"dage","t","y","f","subject_id"
7.5,22.4072646978832,0.888904678708784,0.884057371342889,26
-8.25,11.4801169686086,0.755867971864831,0.770400991179748,27
-8,11.7301169686086,0.758527131254006,0.771149695349945,27
40.75,45.0020923480726,1.8750876400345,1.8583419252305,28
45,49.2520923480726,1.89438012678469,1.9049444706652,28
41.5,45.7520923480726,1.86698586173549,1.87009948217948,28
38.25,46.5897601140685,1.45034911968566,1.44068430932515,29
33.25,41.5897601140685,1.32804963393667,1.32449643812645,29
36.25,44.5897601140685,1.38407485897733,1.39420916084567,29
10,76.91639680292,0.865079917732948,0.884972516131377,30
15.5,82.41639680292,0.953830656367493,0.942930691737944,30
11,77.91639680292,0.884199165862086,0.893373180513135,30
36.5,38.8905477632263,1.60252564534295,1.60228521941007,31
38,40.3905477632263,1.67437042534278,1.65426786874174,31
42,94.0534552782723,1.93716425686814,1.95256446329068,32
45.25,97.3034552782723,1.95325440144681,1.95887099161109,32
24.75,38.2256904271341,1.15255684235489,1.15001520248285,33
19,32.4756904271341,0.998631676279266,1.00677667006756,33
22.5,35.9756904271341,1.08725728425985,1.08978938032292,33
20,33.4756904271341,1.01290477224689,1.02832910370494,33
20.25,33.7256904271341,1.03146262249897,1.03402301167473,33
44.25,38.8900121351862,1.70821041296782,1.71075305286693,34
47,41.6400121351862,1.79714627998407,1.7833094876931,34
41.25,35.8900121351862,1.61813652980024,1.625757453075,34
36.5,27.8531849311784,1.16640901694783,1.17047243007362,35
33.75,25.1031849311784,1.13028725987272,1.14236691555219,35
-4.5,10.6110013922529,0.821729427569588,0.817666814215387,36
-7.5,7.61100139225287,0.797152416400294,0.807455579765959,36
30.75,37.5858252744489,1.49780542984693,1.49944535486646,37
32.25,39.0858252744489,1.57034845447772,1.5634927120913,37
-9.75,-3.31174784133548,0.847337973280496,0.840467325431432,38
-4,2.43825215866452,0.859103897501393,0.859460827618479,38
-3.75,2.68825215866452,0.868214263253014,0.860366875625673,38
-8.75,-2.31174784133548,0.85703253826968,0.84352941762,38
-4.25,2.18825215866452,0.86637569937552,0.858561855731209,38
-7,-8.36349524206021,0.794390174611352,0.798735636510208,39
-4.25,-5.61349524206021,0.808331216929201,0.808098507505475,39
-11.5,-12.8634952420602,0.774131664299672,0.78512936418843,39
-11.5,-12.8634952420602,0.774131664299672,0.78512936418843,39
32,24.5220551162402,1.23126429400491,1.22953641571236,40
36,28.5220551162402,1.29065028837517,1.30248113636297,40
18,9.44020737204711,1.00515515754557,0.99307800514429,41
15.75,7.19020737204711,0.96409711236939,0.975269250308496,41
21,12.4402073720471,1.01946754124434,1.02051212549433,41
18.5,48.9004172359777,0.999225525349875,0.994524267752878,42
22,52.4004172359777,1.07639124794395,1.06115858063614,42
1.75,32.4337609786944,0.830442867756779,0.833467915727786,43
1.75,32.4337609786944,0.830442867756779,0.833467915727786,43
20,45.3626924533753,1.05303480310746,1.05599121739128,44
19.5,44.8626924533753,1.03272965482211,1.03361125281267,44
13.5,18.9031837799655,0.911918368898606,0.904937897453317,45
14,19.4031837799655,0.913232471709209,0.911108256940093,45
13.75,19.1531837799655,0.917373030525627,0.907973810955094,45
14.5,19.9031837799655,0.930492536866364,0.917685641885711,45
17.25,22.6531837799655,0.955332152188762,0.963324215023857,45
42.25,62.7083546961135,1.93638237790722,1.93899878272595,46
40,60.4583546961135,1.93074657681189,1.93101156444175,46
17.75,26.9232862839315,0.985945264367611,0.982809204428844,47
15,24.1732862839315,0.967574892680366,0.946249521608695,47
32,32.6676387107217,1.50001110702854,1.5044481517963,48
27,27.6676387107217,1.30289930649046,1.30921985522935,48
22,46.333277492493,1.07160361929994,1.07407750981107,49
24.5,48.833277492493,1.14581048794759,1.13813500368175,49
24,48.333277492493,1.12628708766111,1.12510027229969,49
21,45.333277492493,1.04630252310127,1.04996990225885,49
23.75,48.083277492493,1.11769303049385,1.11860253199199,49
3.25,32.2600254594551,0.806975519842211,0.797726085923023,50
5.75,34.7600254594551,0.820653956928183,0.811042935763052,50
1.5,30.5100254594551,0.786982856879738,0.78948462806902,50
8,37.0100254594551,0.82796506691387,0.825365690768933,50
-0.5,28.0823004008515,0.790111539306804,0.795037209348602,51
-3.5,25.0823004008515,0.77826244848926,0.783475227764064,51
-3.25,25.3323004008515,0.767568044651114,0.784378916364966,51
29.25,36.9644799058664,1.18833779572233,1.1896059466791,52
25.75,33.4644799058664,1.12500876507057,1.12245224435671,52
26,33.7144799058664,1.13308767279299,1.12722417074604,52
26.25,33.9644799058664,1.14448050066938,1.13200275757572,52
31.5,39.2144799058664,1.22163493545751,1.23284492302438,52
1.25,38.3479286912552,0.775879770674619,0.785084934466056,53
4.5,41.5979286912552,0.794782185740649,0.800785224218568,53
41,37.1234418117944,1.29371468082692,1.30180878657475,54
38.75,34.8734418117944,1.28428362911906,1.27011145539207,54
38.25,34.3734418117944,1.25985372738234,1.26306760401814,54
24,37.7132288036186,1.19400401040532,1.20419176169154,55
22,35.7132288036186,1.11023741139583,1.12163835077801,55
26,39.7132288036186,1.28752756795362,1.28689671275487,55
34.5,22.1594104549813,1.19743596839138,1.20222408188631,56
37.75,25.4094104549813,1.24287314916067,1.24634158233081,56
45.75,40.6354225261675,1.6556796033698,1.66987182870808,57
47.25,42.1354225261675,1.70890261180678,1.70768705260469,57
41,35.8854225261675,1.55309092414591,1.54981506444761,57
41,35.8854225261675,1.55309092414591,1.54981506444761,57
42,36.8854225261675,1.5711745286677,1.57509020223704,57
45.75,40.6354225261675,1.6556796033698,1.66987182870808,57
-1,12.9154280725454,0.801410972285843,0.800302299254878,58
0.5,14.4154280725454,0.793732913038732,0.80657154839372,58
3.25,1.77348056033699,0.859300327804888,0.847853935198586,59
8.5,7.02348056033699,0.868035786846177,0.879272576107448,59
31.5,46.211915173606,1.31820973006313,1.33898253877601,60
31.25,45.961915173606,1.33733732636184,1.33208766639284,60
30,44.711915173606,1.30392111878596,1.29761330447702,60
32.5,47.211915173606,1.35758199790971,1.36656202830867,60
32.75,47.461915173606,1.37405319257511,1.37345690069183,60
35,44.823320002601,1.23909002305457,1.23401518720112,61
40.5,50.323320002601,1.32396547407988,1.31720557665019,61
36.25,46.073320002601,1.25226456393804,1.25292209389409,61
-6,-5.48550077157965,0.853420548711688,0.852384453557924,62
-4.25,-3.73550077157965,0.872596729369263,0.858484443896236,62
-4.25,-3.73550077157965,0.872596729369263,0.858484443896236,62
-11.25,-10.7355007715797,0.852404589665417,0.835972180146708,62
-6,-5.48550077157965,0.853420548711688,0.852384453557924,62
-8.5,-7.98550077157965,0.850167204355859,0.84423150395206,62
42,52.7462957537546,1.65650335779304,1.66075525884643,63
43.25,53.9962957537546,1.67631695576303,1.69692678216061,63
41.5,52.2462957537546,1.65116560004338,1.64627226233347,63
28,30.9693014907767,1.18452490365372,1.18308488173228,64
27.25,30.2193014907767,1.17231041984162,1.167242192718,64
17,16.0933491214375,0.990118081940914,0.97844762649308,65
16.75,15.8433491214375,0.974641712799728,0.975698259231534,65
31.75,40.1441658943567,1.41148016714011,1.42092921163215,66
29.5,37.8941658943567,1.33103549677878,1.34585796453866,66
30.75,39.1441658943567,1.40531042916081,1.38756421292393,66
18.75,6.16706490617284,0.985457147167451,1,67
23.75,11.1670649061728,1.11663204410441,1.12082730216413,67
-2,-7.89270988135295,0.814495954668228,0.811877004799789,68
3,-2.89270988135295,0.82547266454097,0.83412807659723,68
-2,-7.89270988135295,0.814495954668228,0.811877004799789,68
19,34.9328083254509,1.02453491730324,1.00797767583496,69
14.5,30.4328083254509,0.93343365967036,0.922216145925008,69
13.5,29.4328083254509,0.913338098970723,0.909800650424513,69
17.5,33.4328083254509,0.957470327297308,0.970747692381911,69
13.25,29.1828083254509,0.912666394768934,0.906917564863678,69
-5.5,-0.837570563255674,0.841474643791791,0.838364888866427,70
-3.5,1.16242943674433,0.854406879177635,0.845557241656257,70
25.25,39.2608607386784,1.26505289385224,1.27483967140009,71
23.75,37.7608607386784,1.21065318163973,1.20843055549057,71
24.25,38.2608607386784,1.24830029858394,1.23056692746041,71
7.75,5.33563936636775,0.86050825983778,0.865493048331072,72
8.25,5.83563936636775,0.865975337393085,0.868929497281006,72
8.75,6.33563936636775,0.85967066259493,0.872512278209173,72
36.5,37.7676903599431,1.4916888803653,1.49239579593074,73
34.75,36.0176903599431,1.44902308839097,1.44259884173272,73
31.75,33.0176903599431,1.36603055600728,1.35723263453612,73
34.75,36.0176903599431,1.44902308839097,1.44259884173272,73
32.25,33.5176903599431,1.37077887904234,1.37146033573555,73
40,19.2683865246362,1.41512538905413,1.42669091038229,74
41.75,21.0183865246362,1.46684120583417,1.46284169886585,74
42.25,21.5183865246362,1.46886169437041,1.47317049557544,74
33,43.3283429223288,1.19827678107121,1.20284452847048,75
31.5,41.8283429223288,1.17986829546658,1.18025393212568,75
33,43.3283429223288,1.19827678107121,1.20284452847048,75
32.25,42.5783429223288,1.18783976344478,1.19154923029808,75
33.25,56.0715904970298,1.35690782107087,1.3775834384157,76
33.75,56.5715904970298,1.36218056148431,1.39103890542468,76
-7,9.75998353323472,0.786428840607722,0.78519340131471,77
-5,11.7599835332347,0.780314707099348,0.791852598858128,77
-11,5.75998353323472,0.785015264438373,0.773316783768812,77
-7,9.75998353323472,0.786428840607722,0.78519340131471,77
-6.5,10.2599835332347,0.817759787288646,0.78681029671134,77
41,64.3200592270852,1.49095351531262,1.49918543418297,78
38,61.3200592270852,1.4261407295216,1.43020273498085,78
18,28.6052749600451,0.988200611778694,0.991981855536754,79
18.5,29.1052749600451,0.995723468815229,0.996802253583396,79
16.25,26.8552749600451,0.975291413557407,0.975990522715854,79
11.25,37.3619895927162,0.839962970966023,0.851460519625821,80
15,41.1119895927162,0.896586249509427,0.89813968804614,80
12.75,38.8619895927162,0.876635868696477,0.867164965576894,80
13.5,39.6119895927162,0.88669958381633,0.876285665184733,80
42.5,24.0110809689524,1.29726085939213,1.29970239133449,81
39,20.5110809689524,1.25334278307555,1.25383969159402,81
-3.5,-22.602459126597,0.866952186569381,0.886467130676629,82
-1.75,-20.852459126597,0.881305150301112,0.892660930888085,82
0.25,-18.852459126597,0.889806425634063,0.900122784508838,82
13.75,24.9428452390601,0.912610276706894,0.909627524997308,83
16,27.1928452390601,0.949033287491695,0.941562045602057,83
18.75,29.9428452390601,0.969984698755192,1,83
4.75,22.889959483935,0.876952607504248,0.864186965887661,84
4.5,22.639959483935,0.86642155270202,0.862825987038839,84
9,27.139959483935,0.884822826215712,0.890837350668935,84
18.5,17.655480369765,0.99051479210628,0.996324601445255,85
22.25,21.405480369765,1.04772566479959,1.04353943420479,85
21.25,20.405480369765,1.02752419688984,1.03068421981335,85
17.75,16.905480369765,0.982016569149805,0.98815694931743,85
23.5,22.655480369765,1.07103491404435,1.06028236581986,85
19.5,18.655480369765,0.9985319011141,1.0094188712773,85
-3.25,5.27545614029357,0.837127429144718,0.846529567698347,86
-5.25,3.27545614029357,0.822962068711697,0.839267266417915,86
32.5,2.6520431149913,1.07252353330744,1.07768929313055,87
33.25,3.4020431149913,1.09559899333178,1.08226962669769,87
12,36.8236510309315,0.869778293190191,0.872136097765426,88
11.25,36.0736510309315,0.873524227211334,0.864731317098312,88
9.25,5.66489418551412,0.892633250861697,0.907238593144939,89
8,4.41489418551412,0.896464165804336,0.898976837452319,89
42.25,68.2000465816677,1.92615124953495,1.92927518262635,90
44.5,70.4500465816677,1.93284712654883,1.93733177811467,90
45.5,71.4500465816677,1.94357652995545,1.94012265240597,90
41.75,67.7000465816677,1.93850000178112,1.92707275193107,90
44.5,70.4500465816677,1.93284712654883,1.93733177811467,90
32,29.6892285256982,1.46953250317709,1.46234366529367,91
33.25,30.9392285256982,1.51980342709858,1.50717520156503,91
46.25,45.9387940948216,1.66297986271642,1.67282161861066,92
43,42.6887940948216,1.59001336585425,1.59182659441619,92
14.25,32.2658154831821,0.933334093193447,0.94743245154735,93
15.25,33.2658154831821,0.97869736782122,0.957457339638594,93
15,33.0158154831821,0.929871533307773,0.954882688733331,93
11.5,29.5158154831821,0.932395131053684,0.923318711323766,93
14.25,32.2658154831821,0.933334093193447,0.94743245154735,93
-6.5,12.8112187698668,0.847282494901837,0.835715743055399,94
-2,17.3112187698668,0.869218365995729,0.85207514574812,94
-3.25,3.76827015810492,0.811310036162579,0.807954562075564,95
-3.75,3.26827015810492,0.814772040611136,0.806116518257785,95
41.25,69.6813934186326,1.93738059545945,1.93860294965209,96
41.75,70.1813934186326,1.94706007581701,1.94007560102765,96
45.75,74.1813934186326,1.96145598108227,1.95009768295938,96
25.5,35.5165765074204,1.11442872068095,1.11243795586333,97
27,37.0165765074204,1.15550422341159,1.13989769234547,97
26.75,36.7665765074204,1.15303160310089,1.13530587635408,97
32.75,58.7296479252079,1.77769926468775,1.78701892627459,98
34.75,60.7296479252079,1.84725592155518,1.85523697343402,98
34.75,60.7296479252079,1.84725592155518,1.85523697343402,98
32,57.9796479252079,1.75749129622967,1.74916569817647,98
9.25,23.1129630300699,0.913991217100275,0.917508547463365,99
13.5,27.3629630300699,0.943407495942982,0.948479898130463,99
14,27.8629630300699,0.954543722571954,0.952654569758535,99
12,25.8629630300699,0.931351368598094,0.936670495791761,99
8.5,22.3629630300699,0.920492554271114,0.912754293720762,99
8.5,22.3629630300699,0.920492554271114,0.912754293720762,99
24.5,44.8397341424516,1.11785639075137,1.10598581792854,100
28,48.3397341424516,1.17398872076017,1.17749018303915,100
33,11.4839231955901,1.24320671439946,1.24994407903575,101
31.5,9.98392319559009,1.22830067599186,1.22236005184589,101
30.25,8.73392319559009,1.19042251317084,1.199373362521,101
36.5,14.9839231955901,1.32390524195295,1.31430680914542,101
9.75,-1.35488644351522,0.88743039032163,0.884812613277439,102
12.25,1.14511355648478,0.914477455092258,0.906641059376045,102
24.5,11.1264988432504,1.0860103280966,1.06167522395921,103
25,11.6264988432504,1.07360876329946,1.06746738674395,103
24.75,11.3764988432504,1.07116002723447,1.06456418854248,103
5.25,8.53052579782526,0.88980356355239,0.889625195607578,104
7,10.2805257978253,0.892594269872383,0.899419291758779,104
31.5,38.4680826402041,1.24954915446012,1.24402710394382,105
36.5,43.4680826402041,1.34398623407544,1.34452514820222,105
41.25,57.6233760689003,1.91001603120317,1.91083487512145,106
44,60.3733760689003,1.92853894217634,1.92583954491075,106
41.25,57.6233760689003,1.91001603120317,1.91083487512145,106
8.25,41.2392438113128,0.811087981796967,0.82568314924023,107
10.75,43.7392438113128,0.846942126563453,0.845537088619348,107
30.75,62.9769480544724,1.27164113334826,1.26446790886107,108
27.75,59.9769480544724,1.19698280559187,1.19524077392188,108
30.25,62.4769480544724,1.27254328021598,1.25293005303787,108
31,63.2269480544724,1.28699001967648,1.27023683677267,108
13.5,49.4122512966392,0.865376508905921,0.851450642857741,109
12.75,48.6622512966392,0.852651063469693,0.842267945498511,109
15.75,51.6622512966392,0.886737455745245,0.88794130626186,109
11.5,47.4122512966392,0.824575802136557,0.829182046740766,109
18,53.9122512966392,0.951140545278246,0.954711697060738,109
35.5,53.6624080537499,1.38812714466078,1.4006606752513,110
36,54.1624080537499,1.41465158084565,1.41299447816455,110
31.25,49.4124080537499,1.28723083602147,1.29582335048871,110
32,50.1624080537499,1.31484026761052,1.31432405485858,110
33.25,51.4124080537499,1.34454155985583,1.3451585621417,110
33.5,61.914972663676,1.31155168386772,1.30350751232019,111
34.75,63.164972663676,1.30475301427501,1.33027410244362,111
1,22.2510175788006,0.833345375900711,0.822367581166566,112
-2.75,18.5010175788006,0.801784804831491,0.80680192154719,112
0.75,22.0010175788006,0.824133109811998,0.821238196102601,112
-0.5,20.7510175788006,0.81303385641336,0.815794944653473,112
2.5,23.7510175788006,0.838190091866062,0.82944342457682,112
2.5,23.7510175788006,0.838190091866062,0.82944342457682,112
10.75,52.813402700148,0.856811403115365,0.85000539985162,113
13.25,55.313402700148,0.889196675428161,0.876290894797714,113
37,58.9910146622074,1.40020067253806,1.4018336606942,114
37.5,59.4910146622074,1.41567467712945,1.41318307063672,114
31,52.9910146622074,1.27253358804496,1.265640741384,114
33.25,55.2410146622074,1.32379533530774,1.31671308612532,114
35.75,57.7410146622074,1.37859842714249,1.37346013583791,114
46.25,78.7889733908384,1.6084087514011,1.61773733298134,115
45.5,78.0389733908384,1.6039524611963,1.60055088679617,115
6,27.6435068016766,0.877329023326657,0.875380898420521,116
8.25,29.8935068016766,0.890174446113426,0.889555428732431,116
5,26.6435068016766,0.86343908026593,0.869682445167079,116
4.25,25.8935068016766,0.86567487717463,0.865630868369873,116
-4.25,-3.78601983707396,0.878302865579776,0.876624259567161,117
-4.5,-4.03601983707396,0.885490648182802,0.875763884934165,117
40,49.0757610871783,1.80950235929448,1.80336459708231,118
38.25,47.3257610871783,1.7515936376553,1.74543717199808,118
28,16.1170566939616,1.08677468234587,1.09123375884846,119
23.5,11.6170566939616,1.0522540035656,1.04455581195958,119
26.25,14.3670566939616,1.07576608706484,1.07265708752803,119
35,46.151539763222,1.36258340153771,1.36302799420119,120
31,42.151539763222,1.27116833427359,1.27060456381897,120
15,13.5584275882839,0.960799173334914,0.959800470037361,121
14.75,13.3084275882839,0.975670428091241,0.957494942009953,121
17.25,15.8084275882839,0.971415438117647,0.98226935310477,121
19.75,18.3084275882839,1.00419654744901,1.01283739111968,121
15.5,14.0584275882839,0.965043170957057,0.964521933977584,121
45,80.7376438627267,1.62157762318186,1.60868182705137,122
40.5,76.2376438627267,1.50052664553828,1.50219860801282,122
44,79.7376438627267,1.56972602903625,1.58501888948725,122
3,12.6418595007919,0.875739923676833,0.891142771300224,123
1.5,11.1418595007919,0.886046602110084,0.884378259728756,123
0,9.64185950079193,0.854691416202466,0.877990807696335,123
15,19.6629631346942,0.928321341757359,0.921244090019932,124
11.75,16.4129631346942,0.881851122038509,0.881966705939809,124
28.25,46.7518368851598,1.3041646463089,1.3070146784923,125
31.25,49.7518368851598,1.43027646734793,1.4080154760944,125
29,47.5018368851598,1.3305523813063,1.33226487789283,125
12.75,37.2641502881642,0.90388880886196,0.921642070646798,126
14.25,38.7641502881642,0.933252177184591,0.937032183259251,126
11.5,36.0141502881642,0.917027356816214,0.910215872521835,126
11.75,36.2641502881642,0.919649052352094,0.91240918913951,126
7.5,4.36312978189,0.936312646019593,0.926069483170698,127
10,6.86312978189,0.94005432819036,0.9396105928298,127
5.75,12.2218775568286,0.847350203386008,0.821974695419553,128
3.75,10.2218775568286,0.8303225279661,0.81092021949552,128
26.25,22.6179365313945,1.11303100067962,1.09461574273244,129
22.5,18.8679365313945,1.02090716532683,1.04484479709387,129
23,19.3679365313945,1.04446438112134,1.05121606503364,129
24,20.3679365313945,1.07300521619088,1.0642421937693,129
26.75,23.1179365313945,1.09597604533691,1.10150888266545,129
25.75,42.6486439374605,1.07660836887051,1.09729847920708,130
24.75,41.6486439374605,1.07544733513491,1.08223784619742,130
21.75,48.2326588435039,1.04177804409454,1.03939510452484,131
21,47.4826588435039,1.00910943800081,1.02926410570362,131
2,21.1793043161527,0.786497365009405,0.782844289113409,132
2.25,21.4293043161527,0.765842811655609,0.783983729713933,132
20.25,48.7256844988761,1.0726671439544,1.07367341166129,133
19.75,48.2256844988761,1.0535994886873,1.04832226533377,133
16,27.8891261179761,0.976476684787995,0.962534517231058,134
13.25,25.1391261179761,0.931413702072178,0.933533571369441,134
19,30.8891261179761,1.01509613423233,1.00484477113461,134
8.75,-3.10507648318744,0.872304783377439,0.902564856381503,135
5,-6.85507648318744,0.870343243034985,0.879974772939042,135
-11,1.60038123297246,0.742700327724031,0.74672762186586,136
-8,4.60038123297246,0.743639146053426,0.754990135222136,136
15.75,22.2983766963603,0.9580248757197,0.969719018055431,137
16.5,23.0483766963603,0.97830568985501,0.976635698596838,137
17.75,24.2983766963603,0.985437889132014,0.988831550286189,137
46,53.5123548493773,1.94610079589734,1.94609288308837,138
45,52.5123548493773,1.94578977520039,1.94366074636183,138
17.5,21.6242787080001,0.95269970667788,0.965330067949176,139
12.5,16.6242787080001,0.884050851616195,0.887017639897255,139
18,22.1242787080001,0.970009394467902,0.977262915869189,139
28.25,57.8119962679192,1.59550760876019,1.60439876807761,140
31.5,61.0619962679192,1.82018962833168,1.8036775399462,140
30.25,33.051970909027,1.26076099727636,1.29013739865586,141
33.5,36.301970909027,1.36494620218929,1.37569358442825,141
27,29.801970909027,1.20133805209055,1.20458121288347,141
-3.75,-0.420120250900029,0.786024403382011,0.782674554767822,142
-9.5,-6.17012025090003,0.760497147208671,0.764480582056706,142
7.25,49.8769654800352,0.802901339964705,0.801442844474282,143
6.5,49.1269654800352,0.794466048452672,0.796826627065799,143
-6,28.4066528738908,0.778194379712264,0.788265694181497,144
-3.25,31.1566528738908,0.800798543307584,0.797921813091415,144
-2.75,31.6566528738908,0.783371647040994,0.799790612238222,144
-1.25,33.1566528738908,0.806975058809856,0.805619035035318,144
-1,33.4066528738908,0.802749256031733,0.806625696280148,144
5,5.97636776448816,0.885186012232999,0.885561224647684,145
7,7.97636776448816,0.907215146401698,0.896813922689588,145
8.5,9.47636776448816,0.904355110659098,0.906066108071196,145
32.75,37.0719529971293,1.56924240941291,1.58241243007339,146
29.5,33.8219529971293,1.43657008327322,1.44420774572575,146
35.75,51.6313605346388,1.64613815625797,1.65842851804977,147
40,55.8813605346388,1.8021393451653,1.8115227145861,147
10,42.4579004814241,0.842108969086837,0.845392350509868,148
15,47.4579004814241,0.900413689400197,0.902923545542598,148
9.75,42.2079004814241,0.850858543386731,0.843325343166059,148
12.5,44.9579004814241,0.859907679605071,0.86941112249956,148
10.25,42.7079004814241,0.871330874230032,0.847515103130402,148
25.5,45.4995101348782,1.11813525768693,1.1390437672681,149
20.5,40.4995101348782,1.03074319236042,1.03277523682473,149
24.5,44.4995101348782,1.11566857629603,1.11674857657047,149
26,45.9995101348782,1.13149556194056,1.15024476645147,149
25.5,45.4995101348782,1.11813525768693,1.1390437672681,149
20.5,40.4995101348782,1.03074319236042,1.03277523682473,149
20.5,11.3338481598666,1.05470418662407,1.04814756724759,150
19.25,10.0838481598666,1.00771624254872,1.01433751023153,150
19.25,10.0838481598666,1.00771624254872,1.01433751023153,150
21.75,12.5838481598666,1.08414944581064,1.08569921567897,150
22.25,13.0838481598666,1.11508478381022,1.10142635528372,150
20.5,11.3338481598666,1.05470418662407,1.04814756724759,150
21,34.2801711360444,1.11216001294294,1.10622695873183,151
19.5,32.7801711360444,1.04299968298355,1.0339807485394,151
30.5,25.4364373937517,1.32971525448817,1.34208863607242,152
35,29.9364373937517,1.47526099052072,1.47798052555198,152
18.25,62.4226360133743,0.979001016941324,0.97678762841501,153
19.5,63.6726360133743,1.04526810680453,1.0362802752094,153
11.75,34.2790735564048,0.92244202527408,0.91061115817134,154
11.75,34.2790735564048,0.92244202527408,0.91061115817134,154
6.75,32.4497607573168,0.888670933465392,0.885051744652109,155
9.5,35.1997607573168,0.887491167637563,0.903148453012484,155
7,32.6997607573168,0.90142319435475,0.886579838686505,155
29.25,28.8002685534464,1.09470002411317,1.11817682713009,156
29.5,29.0502685534464,1.11881006317811,1.12123621756722,156
11,9.9278323419977,0.862355599638598,0.865681506809009,157
17,15.9278323419977,0.962552145074079,0.950509524426541,157
14.25,13.1778323419977,0.892710823879523,0.902277642283403,157
12,10.9278323419977,0.866180467206553,0.875413436863659,157
