"V1","V2","V3","V4"
1,0,0,0.683079278034342
1,0,0,-0.947352861913852
1,1,1,-0.116804955794776
1,0,1,1.62336225656077
1,0,0,0.523680642797377
1,0,0,-1.5218169360181
1,1,1,0.498545768868988
1,0,1,-0.69736222118169
1,0,0,-0.440933403117375
1,0,0,-0.426970081319099
1,1,1,1.39149333764506
1,1,0,0.997640257924419
1,0,1,0.150504237138118
1,1,0,-2.07631945618521
1,1,1,1.00020505162575
1,0,0,-0.752454053754589
1,1,1,1.29732051072592
1,1,1,0.00132110133215683
1,1,0,1.37617342079677
1,1,0,-1.03263192444981
1,1,1,0.335892458491136
1,1,0,1.83568134820031
1,1,0,-0.253552371858886
1,0,1,-0.305372880976314
1,1,1,0.24620141562588
1,1,0,0.0488197842167391
1,1,0,0.764598335147105
1,0,0,0.540749925696536
1,1,1,-0.470199133496339
1,1,1,0.820891885117376
1,1,1,-0.666594763851483
1,1,0,0.990496117039327
1,0,1,0.607720688197953
1,0,0,0.128686990394423
1,0,1,-1.05569171854541
1,1,1,0.273784083213766
1,0,0,0.297795722956866
1,1,1,-1.29911228047766
1,1,1,1.47703127995237
1,0,0,1.75542830125269
1,1,0,-0.849345692689866
1,0,1,0.420025359415063
1,1,1,0.63484815598295
1,0,0,1.62523632514408
1,1,0,-1.30771245394509
1,1,0,0.448857389754355
1,0,1,-1.37641036977184
1,0,1,-0.601385342222988
1,1,1,0.200240084320963
1,0,0,-0.633481986359784
1,0,1,-0.593510059280421
1,0,0,-1.23477973804676
1,0,1,-0.885238603870363
1,1,0,3.54483316506716
1,0,0,-0.220691941527803
1,0,0,0.312424859889699
1,1,1,-1.55937655371733
1,0,1,-0.497931451675895
1,1,0,-0.249456549633847
1,0,1,0.322360104536205
1,1,1,1.37138270403467
1,1,1,1.24122670356926
1,1,0,-0.840001722555266
1,0,0,-0.0843921500286744
1,1,0,-0.709126384176785
1,1,0,-0.777563883222779
1,0,1,0.192753051116135
1,1,0,-0.590581114598155
1,0,1,-1.07768108806647
1,1,1,-0.542604411125205
1,0,0,-0.194543116330929
1,1,1,-0.446305541611816
1,0,0,-1.38786934660068
1,0,0,-1.62501364495153
1,1,0,-0.162928575074717
1,1,1,-1.44937513335335
1,0,0,-0.24467624874809
1,1,0,0.806679312899508
1,0,1,-0.492244872220116
1,0,1,0.431233921998591
1,1,1,0.650110064295846
1,0,1,-0.155227343623023
1,1,1,-0.952742187722496
1,1,1,0.209354866257202
1,1,1,-0.800662295914909
1,1,0,1.19791301592535
1,1,0,1.22729885540134
1,0,0,0.590441914987147
1,0,1,0.477701872320422
1,0,0,-1.52815326386102
1,0,0,0.789320027842617
1,0,1,0.24796937540126
1,0,0,0.505822665367983
1,0,0,0.108766592789363
1,0,0,-0.352325786250744
1,0,1,0.485503303888236
1,0,0,0.315841986499596
1,1,1,-0.405941262720474
1,1,0,0.176829338921824
1,1,1,-0.429170855366865
1,0,0,0.0180160142105972
1,0,1,-2.18790462352175
1,1,1,1.82931662289159
1,1,1,-0.495024644192954
1,1,0,-1.35395823272952
1,0,1,-0.023275420177676
1,1,1,1.19564426054024
1,1,0,-0.456310380491024
1,0,0,-1.79716529571164
1,0,0,0.209984281762167
1,0,0,0.130526729353526
1,1,0,-0.802799622517072
1,0,1,-0.428622464803549
1,0,0,-1.08920686905725
1,1,1,-1.39555522778703
1,0,0,-1.93074460227357
1,0,0,1.26622752063306
1,1,0,0.513771310319846
1,1,0,-0.955878974306896
1,0,1,0.798002775529887
1,0,1,-0.645812393983494
1,0,0,0.357389627910236
1,0,0,1.54234711314919
1,0,1,-0.59976205975733
1,1,0,0.129745788045951
1,0,1,-1.60396034973249
1,0,0,0.407446255733557
1,1,0,-0.118726861222571
1,0,1,1.07937590310813
1,1,1,-0.0469111906713298
1,0,1,0.137842458948623
1,0,1,1.25423672889934
1,0,1,-0.32691466126476
1,1,0,-0.228547244567131
1,0,1,-0.613416161593465
1,1,0,1.81206775174405
1,0,1,-0.056293977387238
1,0,0,1.17289268339808
1,0,0,1.19756719211635
1,1,1,-1.22751308314103
1,0,0,1.07596071042157
1,1,0,0.405834810064331
1,0,0,0.905014377802287
1,0,0,0.162957525122147
1,0,0,-0.987243531415222
1,1,1,-0.0093904230377578
1,0,1,0.47100421426744
1,0,0,-1.8126679015938
1,1,0,0.774050736443755
1,1,0,0.393926623100253
1,1,0,0.754038755207593
1,1,1,0.543124133668161
1,1,0,-0.316363115849845
1,0,0,-0.459968016567842
1,1,0,-1.42015429509986
1,1,0,-0.551444611139342
1,1,0,-0.442383886964874
1,0,0,0.495269511318229
1,1,1,0.227936963185116
1,0,0,0.886127548788953
1,0,1,1.63658528138804
1,1,0,-0.517609644638046
1,1,0,1.18083032674122
1,1,0,-1.50907501719887
1,1,1,0.492222437212221
1,0,1,-1.78786866968442
1,0,1,0.0464533496975839
1,1,0,0.783100860025999
1,1,1,0.0343316504303726
1,1,0,-0.63144949684887
1,0,0,-0.0981004440971284
1,0,1,-0.0757398145017065
1,0,0,-1.33360500655271
1,0,1,1.67707775746961
1,1,0,-0.295468123496941
1,1,0,0.362798219428982
1,1,0,0.838980806376174
1,1,1,1.56197610444778
1,0,1,0.476241557709415
1,0,0,0.371860047795539
1,0,1,-1.55086628027106
1,0,0,0.0771551759472581
1,1,0,0.551844759078133
1,1,1,0.73395217600042
1,1,1,1.1950847957044
1,0,0,0.667190990539332
1,0,1,0.887881985835382
1,1,1,-1.30051196102111
1,1,1,-0.206852684980193
1,0,0,-0.456672629189825
1,1,1,1.57163452729214
1,0,0,1.03385465038274
1,0,0,1.43999113539781
1,0,1,0.0339149594370227
1,0,1,0.150274170154809
1,1,0,-1.69917365824948
1,1,1,-0.160815226953447
1,1,0,1.31791563278115
1,0,0,-0.746285619206308
1,1,0,-2.28050226679892
1,0,0,-0.335519374564903
1,1,1,0.145639991527685
1,0,0,-1.84600045539109
1,0,0,0.378760918506565
1,0,1,-0.0200252207927241
1,1,1,0.0416928673497536
1,1,1,-0.342696408500354
1,1,0,0.400680483959222
1,1,0,0.594896162028337
1,0,1,-0.411974260164591
1,0,0,0.470939387071673
1,1,0,-0.359613819250133
1,1,1,1.16870257773774
1,1,0,-0.387829250787441
1,1,0,-0.0561896339505816
1,0,0,-0.433472377074033
1,0,1,0.528404494011659
1,1,0,-0.574315304292504
1,0,0,0.479714287000979
1,1,0,1.00171033217334
1,0,1,-1.15102953851123
1,0,1,-1.17608517608547
1,1,1,-1.65510876322177
1,0,1,-0.741061478787359
1,1,1,1.37610437464627
1,0,1,0.506427830737643
1,1,0,0.119515070518067
1,1,1,0.623313681914656
1,1,0,1.32172925607088
1,0,1,1.98290237233663
1,0,0,0.70015265348479
1,1,1,-0.218790618076876
1,0,0,-0.481808901909656
1,1,1,0.719972115090738
1,0,0,-0.423117072947978
1,0,0,-0.98791106692204
1,0,1,1.61842693548143
1,0,1,-0.985098645945634
1,0,0,1.09517869995515
1,0,1,-0.692589964316566
1,1,1,-1.01448829719989
1,1,0,-0.00246023151056636
1,0,0,0.696498975539926
1,0,1,-0.016572975821183
1,1,0,-1.59154674846603
1,1,0,-2.67298760967621
1,0,0,-0.292712176342427
1,1,0,1.72455550835797
1,1,1,1.00054723461049
1,0,0,0.777036411350198
1,0,1,-0.583757405007803
1,0,0,0.628596903723705
1,0,0,-0.274034618939317
1,0,1,1.06621712487863
1,0,1,-2.00985753170929
1,0,1,-1.7963579489769
1,0,1,-0.0613280257448049
1,1,0,1.30810658949622
1,1,0,1.54822035737376
1,0,0,-1.1592543979001
1,0,0,1.03113779971219
1,0,1,-2.36871076099613
1,0,1,-0.115382823667018
1,0,1,0.913940684480347
1,1,0,-0.199268326752569
1,0,0,-0.168085807670478
1,0,0,-0.598560276979945
1,0,0,2.24883900214186
1,1,1,-1.02085817331115
1,1,0,2.24071847073774
1,0,1,-1.92704331735368
1,1,1,1.07006600519261
1,1,1,1.44406508227619
1,1,0,0.213029114709083
1,0,1,1.48612908420524
1,1,1,-2.29987322462049
1,0,1,0.418535232715269
1,1,1,-0.0987383972349898
1,1,1,1.04563590028204
1,1,0,-0.36725782773738
1,1,1,-0.0950422896645742
1,1,0,-0.0229859631553364
1,0,0,-0.909252577037572
1,0,1,0.941941760814764
1,1,1,0.904246954852657
1,1,1,1.42646073607007
1,0,1,-1.73755504029931
1,1,1,1.05786515117864
1,1,0,-2.97972734883974
1,0,1,-1.1138357838318
1,1,0,0.0369833538928545
1,1,1,0.605120310724077
1,0,0,0.7706747483098
1,0,1,-0.935759748473258
1,1,1,-1.36660519881834
1,1,1,2.92072820912652
1,0,1,0.0144172533382253
1,1,0,1.64008664267099
1,1,1,0.309501666311695
1,0,1,0.0797584636160105
1,0,1,-0.986886174097425
1,0,1,-0.934696405133136
1,1,1,0.6831186028762
1,0,0,-0.151202228601934
1,1,1,-0.441797870112736
1,1,0,-1.90163677942565
1,0,0,0.15793151472819
1,0,1,0.110671378069973
1,0,0,-2.02217850625637
1,0,0,-2.08789354561706
1,1,1,1.53093298863919
1,0,0,-1.15613956729015
1,0,0,1.35188373574408
1,1,1,0.623148949652393
1,1,0,0.111846846162734
1,1,0,-0.487287923620044
1,0,0,-0.754065007049092
1,1,0,-1.51353922606267
1,0,1,0.407146786555367
1,0,0,0.0863797356199463
1,0,1,1.4586173858494
1,0,1,-0.331705913635026
1,1,0,-0.363483368334952
1,0,0,-0.351232681865314
1,0,1,-0.280681382229228
1,1,1,0.265413730955662
1,0,1,0.361280554548381
1,1,1,-0.575027305015593
1,0,0,1.13419735794915
1,1,0,0.344654932535331
1,1,1,1.97130677085059
1,0,1,-1.64731870252826
1,1,0,-1.10815678134799
1,0,0,-0.303375538169101
1,1,0,-0.519582288982241
1,1,0,-0.896753489065051
1,0,0,-1.20884214374177
1,0,1,-0.271756629851538
1,1,1,0.829003254303082
1,1,1,-0.486493308117557
1,1,0,0.555549009889464
1,0,1,1.21937518009291
1,0,0,-0.947125664698471
1,0,1,0.567635482736995
1,0,0,-0.791528101299048
1,0,0,-0.217137200714355
1,1,0,0.949008408955022
1,0,1,-1.07625000903749
1,1,0,3.81494303574878
1,0,0,0.275766325242081
1,1,0,0.259207436106864
1,1,1,-0.605493654052492
1,1,0,-0.44986316402449
1,1,0,-0.603201367636261
1,0,1,0.588288245115396
1,0,1,-0.922589042596616
1,1,1,0.89051646004929
1,0,0,-0.527170885729788
1,1,1,0.466312978491086
1,1,0,-0.211943955333146
1,1,0,0.691529208070835
1,0,0,-1.28513648552856
1,0,0,0.498807327040063
1,0,0,0.917304335795902
1,0,0,-1.40959899547211
1,0,0,0.433048851893193
1,1,1,-1.72052320874498
1,0,1,-0.946433689507712
1,0,0,-3.38755441694292
1,1,1,-1.14819585679224
1,0,1,-2.15013750052909
1,0,1,1.4668073571733
1,1,1,0.413025981191488
1,1,0,-1.20198253971208
1,1,0,-1.21485433477039
1,0,1,1.45571567131011
1,1,1,-1.55357588907886
1,0,0,0.587806431530917
1,1,0,0.529251962147383
1,0,1,-0.139654498834017
1,0,0,0.81018806950844
1,1,0,-0.159135580171602
1,1,1,-0.710023114502804
1,0,1,1.37703104446772
1,1,1,-1.400285509185
1,1,0,0.174590095755088
1,0,0,-0.618288763426778
1,0,0,-0.0500982718003525
1,0,1,-0.405380931347524
1,1,1,-1.2404861257186
1,0,0,0.847494702365633
1,0,0,1.97783590511348
1,0,1,-0.061090241026113
1,0,1,1.23926693933141
1,0,1,1.13723316967823
1,0,0,-0.100528861770963
1,1,0,0.210762886592709
1,0,1,0.461539449754319
1,1,1,1.18879773076891
1,1,0,-1.83115258644819
1,0,1,0.610030641729615
1,1,1,0.0942726565745359
1,1,1,0.66131957769452
1,0,1,-1.72281905247264
1,1,0,-1.23873252218704
1,0,1,2.15987361114886
1,0,1,1.25346541695017
1,1,0,-1.62601212737858
1,0,0,1.0005384656274
1,1,1,-1.24750534298217
1,1,1,0.427564086275429
1,0,0,1.98769678606183
1,1,0,0.00729572798048546
1,0,1,0.390667380811727
1,1,1,-0.232138603054631
1,0,1,1.04254089003717
1,1,0,0.686341450337808
1,0,0,0.500438229760964
1,0,0,-0.653274081755294
1,1,0,-0.985978478294353
1,0,0,1.33837407916163
1,0,1,-0.525802833336986
1,0,1,0.7111193135642
1,0,1,1.39886870697378
1,1,1,-1.26488966396612
1,1,0,1.65926911128906
1,1,0,0.215450420659592
1,1,1,0.54975195247583
1,1,1,1.84589454881019
1,0,0,0.524254540723354
1,1,1,0.667011776470785
1,0,1,1.50399435113863
1,1,1,1.43279559141237
1,1,0,-0.972288397068728
1,0,1,0.41087258997157
1,0,1,-0.674929359241292
1,0,1,0.0718642039832155
1,0,1,-0.394988571739942
1,1,0,0.538976385026983
1,0,1,1.2294598625542
1,1,0,-0.192729031735696
1,1,1,-1.35737097175322
1,1,1,-0.110653256784915
1,0,0,-0.540834411393397
1,1,0,0.976722084051254
1,0,0,-0.0649903329845612
1,0,0,-2.29663015499815
1,1,1,-0.284112479839774
1,1,0,1.15544335597726
1,1,0,0.59083270394055
1,0,0,1.32359753566459
1,0,1,0.477195380790943
1,1,0,-2.04375065512251
1,1,0,-0.705348210224605
1,1,1,0.200629454601949
1,0,1,0.410256368292986
1,0,0,-0.332305248170713
1,1,0,0.0556444903297894
1,1,1,-0.630004889609567
1,0,1,-0.648094217475801
1,1,1,-1.8834013749754
1,1,1,-1.17350014817966
1,1,0,1.48502394853659
1,1,1,-2.46909185999703
1,0,1,2.30479138812
1,0,1,1.58134609436486
1,0,0,0.716331829421838
1,1,0,-2.22766212216644
1,1,1,-1.14123063304748
1,1,0,0.188054742144678
1,0,0,-0.0864355833962456
1,0,0,0.72328747783222
1,0,0,0.822193297077217
1,0,0,-1.07061749537995
1,0,1,0.859232751946512
1,0,1,0.185525475104342
1,0,1,0.272471317270816
1,0,1,1.26036238749946
1,1,0,-0.861941509441385
1,1,0,0.546937153644505
1,0,0,0.494801090116047
1,0,1,-1.90951404250174
1,0,0,-0.233005883500525
1,0,0,-0.175923554648501
1,1,0,0.627388270252257
1,0,0,0.660801746727477
1,1,0,0.246032068435719
1,0,0,0.743361224067062
1,1,0,0.402811995610412
1,0,0,0.688844577731977
1,0,1,-1.48440339132011
1,0,1,-1.77864892640817
1,1,1,-0.093283537357051
1,1,0,-0.0745113406189766
1,0,1,-0.220846204566664
1,0,0,-0.0186584142984135
1,1,0,-0.654963793536408
1,0,1,-0.418533851063242
1,0,1,-0.238447706417941
1,1,0,1.43957230774722
1,0,1,-0.614379059472188
1,1,1,0.81168684124849
1,1,0,-1.38796756162273
1,0,1,-0.565132341466452
1,1,1,2.11766989590005
1,1,1,1.03828616104248
1,0,1,1.90625115310304
1,0,1,-2.38131717480356
1,1,1,-2.19231442981464
1,0,0,0.0682830163324986
1,0,1,1.49454441375136
1,0,1,0.805239031159777
1,1,0,0.597302184203924
1,0,0,-0.832444089613367
1,0,1,-0.376079231581601
1,0,1,0.639076351451699
1,1,1,0.163436248250391
1,1,1,-1.4262847018704
1,0,0,0.357769934987251
1,1,1,0.679763882574362
1,0,0,0.104097804124515
1,1,1,-0.434831259242318
1,1,0,0.200151916403353
1,1,1,-1.12221676775744
1,0,1,1.28043153509609
1,1,0,-0.119649480654789
1,1,1,-0.0708301574484436
1,1,0,-0.201464429418194
1,0,1,-0.60054736332085
1,0,0,0.804971674927584
1,0,1,0.667625228771682
1,1,0,-0.466560358620114
1,0,0,0.017073788551711
1,0,0,0.25855205667922
1,1,1,-0.968264167527431
1,1,1,-1.70917596932331
1,0,0,-2.241133474275
1,1,0,0.0444790701341407
1,1,0,-0.744177475394335
1,1,0,0.858808205421268
1,1,0,-0.337554406230746
1,0,0,-0.389535252053826
1,1,1,-0.193163842774137
1,0,1,-0.0942794609707394
1,1,0,1.52871674020669
1,0,1,0.0916871984410474
1,0,1,2.04287614551646
1,1,1,0.636301004210739
1,0,1,-0.0285589333088291
1,1,1,1.3048006525362
1,0,0,-0.234810551796147
1,0,0,-0.712454429520651
1,0,1,0.640962176421896
1,1,0,-2.0076997130158
1,1,0,0.496332406200607
1,0,0,-0.0952446793524302
1,0,0,2.12161225839671
1,0,1,-0.123937887839305
1,0,0,1.00156727590927
1,0,1,0.0124274493745432
1,1,1,-0.286940928537673
1,1,1,-0.298839324479195
1,1,1,-0.567656928736227
1,0,0,-0.730221044667976
1,0,0,0.120807630452306
1,1,1,1.88127713756007
1,0,0,-1.03077008403737
1,0,1,2.44650491672108
1,1,0,-0.595219517230664
1,1,1,0.880037417197225
1,0,1,-1.36196198182975
1,1,0,2.01886036674878
1,1,0,0.655402297877052
1,1,0,0.741772450175211
1,0,0,-1.54870648756719
1,0,1,-0.369595809713264
1,0,0,1.62301096012078
1,1,1,-1.31695129240695
1,1,1,-0.7941486498292
1,1,0,0.211968767979929
1,1,1,-1.32830753163806
1,1,0,-0.857644725405887
1,1,0,0.432489375357909
1,0,0,-0.0778178098466264
1,1,0,0.0799258101474158
1,1,1,1.4211753654957
1,0,0,-0.691533564638886
1,0,0,-0.54023954826574
1,0,1,0.258501633406405
1,0,1,-1.80577112646747
1,1,1,0.359152988324889
1,1,0,0.971855926425825
1,1,0,0.124782415640586
1,0,1,0.0875484089197636
1,1,0,0.0138359011861022
1,0,0,1.85195022116874
1,1,0,1.93418359811475
1,0,0,0.784855091164979
1,1,1,-0.490321686428797
1,1,0,0.317436103208404
1,0,0,0.506527972090625
1,1,0,-0.522827277341214
1,0,0,-0.984813790528669
1,0,1,-0.412874089324725
1,0,1,-0.260100974498548
1,1,0,-0.10404802799688
1,1,0,0.154731820108886
1,0,1,1.40962328582876
1,1,0,-0.0677880497894842
1,1,1,0.393787043127704
1,0,1,-0.652266513277341
1,0,0,0.171945804553369
1,0,1,-1.36995311965761
1,0,0,1.51468849693696
1,0,1,0.0712951189425455
1,0,1,-0.249887051533371
1,0,0,-0.643842996727725
1,0,1,-0.883848075839281
1,0,0,-0.463655529061946
1,0,1,-0.851225405364074
1,1,1,-0.490470035064725
1,0,1,1.84725172799028
1,0,1,-0.409104158201096
1,1,1,-0.0835942465857766
1,1,0,-0.272406229289658
1,0,0,0.425166270527568
1,0,1,0.325615169083584
1,1,0,-1.37303358457738
1,1,1,-0.353821994282056
1,1,1,-1.1200377195476
1,0,0,0.109679993477852
1,1,0,0.093744932079949
1,1,1,-0.224078246530614
1,1,1,1.41612400914605
1,1,0,0.358595547329404
1,1,0,0.89946532036658
1,0,0,-0.244369407397211
1,0,1,-2.1910255541449
1,1,1,0.227166019485394
1,0,1,-0.624526936045837
1,1,1,-0.488053601210028
1,0,1,1.51031650868025
1,0,0,-0.0519377764663465
1,1,1,-0.448574809868468
1,0,1,1.5802284144947
1,0,0,0.945026562131885
1,0,0,-0.510857283774584
1,1,1,0.361065115523561
1,0,1,-3.32822867109781
1,0,0,0.430522909063342
1,1,0,-0.422098409904078
1,0,1,0.831078811499186
1,0,1,-0.389437126766625
1,0,1,-1.59704676443195
1,1,1,-0.0219389808491647
1,1,1,0.825957028439406
1,1,1,0.591866475562556
1,1,1,0.0609294071902822
1,1,1,0.0739118673206431
1,1,1,0.882365724986289
1,0,1,1.46131576077057
1,1,0,0.866552262524989
1,1,1,-0.24586364293904
1,0,1,0.165891781095125
1,1,1,0.0739094696305804
1,1,0,-0.823072213991593
1,0,1,-1.46198588699896
1,1,1,1.28779553886896
1,0,1,-0.812639845872905
1,0,0,0.316798899351357
1,1,1,0.157495007007381
1,0,1,-0.328504569333153
1,0,0,1.22110155460033
1,1,1,-0.365573879327622
1,0,0,0.639820416979209
1,1,0,-0.607323156982784
1,1,0,-0.174112896417184
1,0,1,-2.01279156795684
1,0,1,0.721134986075483
1,1,1,-0.309551360474884
1,0,0,0.260303080709043
1,0,1,0.336058905685204
1,1,0,0.788744497038001
1,1,0,-1.41249626534368
1,0,1,0.557342277399105
1,1,1,-1.1171734695054
1,1,0,0.976945082313192
1,1,0,0.268948630837937
1,1,1,0.550323558534911
1,1,1,1.16181619735738
1,0,0,-0.51757634346993
1,0,1,-0.599176106289393
1,1,1,-0.360078346377476
1,1,0,-1.41538003430069
1,0,0,-0.824938796232917
1,0,0,-0.302579526703055
1,1,0,-0.352902764922976
1,0,1,-0.331058959306876
1,1,1,0.184224254659694
1,0,1,2.65370565777693
1,1,1,-0.902651284323306
1,1,1,1.17457268371663
1,1,1,0.344209583157486
1,0,0,0.328786344236506
1,0,0,0.82982591178414
1,1,1,0.137142611073289
1,0,0,1.36036639134328
1,0,1,-0.704887272850716
1,0,1,-0.288062983240435
1,1,0,0.037123366886008
1,1,1,-0.577466970793282
1,0,0,0.0393691985056916
1,1,0,0.533464125411168
1,0,1,0.496422345467131
1,1,1,-0.731969730584301
1,1,0,-1.32665073794602
1,0,0,-0.854691056164299
1,0,0,1.10630473518587
1,0,1,-1.47237035034177
1,1,1,1.2575162318167
1,0,0,1.97957919821048
1,0,1,1.2721751301402
1,0,1,1.70656786514785
1,0,1,0.7709438043459
1,0,0,-0.503337832565446
1,1,0,0.0530974462412537
1,1,1,-1.40291876493357
1,0,0,-0.567386953374474
1,0,0,-1.75561884018583
1,1,0,0.0517755314205792
1,1,1,-1.75562485685723
1,0,0,-0.603338538374754
1,1,0,0.370056487877403
1,0,1,-0.248257958371953
1,0,0,-0.349531831537972
1,1,0,-1.06122628619407
1,1,0,0.597357720042517
1,1,1,-1.38681263405829
1,0,0,-1.33492451948098
1,1,1,1.64385879541595
1,0,1,-0.80300142103034
1,1,1,-0.184073289826557
1,1,0,-0.356325517874885
1,1,0,-0.898265879826036
1,1,0,-1.32895570367206
1,0,0,0.910246144471905
1,1,0,-1.90293206143784
1,0,1,0.615152283873645
1,1,0,-0.663506113898565
1,0,1,-0.0797020593742703
1,0,0,-0.0162262022265964
1,0,1,-0.692226901605128
1,1,0,-1.89254638732549
1,0,1,-1.67967126971159
1,0,1,0.894332958152447
1,0,1,-0.203421233860911
1,1,0,-1.86632052649196
1,0,1,-0.179493047809584
1,0,1,1.08794607374264
1,1,1,-0.869377210986453
1,1,1,1.47641239141354
1,0,0,-0.94404423332955
1,1,1,-0.332404722135994
1,0,1,0.853437928507414
1,1,0,-1.49086172999011
1,1,0,0.722058117572374
1,0,1,-0.661436114691523
1,1,1,1.26334931901976
1,1,0,1.70841651422489
1,0,1,-1.49125546660805
1,1,1,-0.0299415303921868
1,1,0,1.4204500457036
1,0,1,1.49896521562231
1,0,1,-0.107587037700015
1,0,1,-0.958257550869539
1,1,0,-0.994615857780262
1,0,1,-0.51307393385422
1,0,0,1.51509351541679
1,0,0,0.156102819452607
1,1,0,-2.73236841818503
1,1,1,1.13304558659582
1,0,0,1.03820893170791
1,0,0,0.822767874829106
1,1,0,1.51944922597189
1,0,1,0.449891055582292
1,0,0,-1.31603280697709
1,1,1,0.473015520537994
1,1,1,-1.94076554614969
1,0,1,0.114370224489638
1,0,0,0.575608131818391
1,1,1,-1.51810863389278
1,0,1,-0.896503067620035
1,0,0,0.772737789092139
1,1,1,1.04329545063398
1,1,0,-1.27775011846347
1,1,0,0.126947050852151
1,1,0,0.109066257552458
1,0,0,-1.19284758965043
1,1,0,0.744238809593733
1,1,1,0.133217472919671
1,1,0,0.568027920188984
1,1,1,-1.63478924509286
1,1,1,-0.624972217064163
1,1,1,2.40614830530609
1,1,1,-0.727085113803068
1,0,0,0.360155667107064
1,0,1,0.356100286640264
1,0,0,-1.03065975281366
1,1,1,1.20887578964125
1,0,0,0.489091062768285
1,1,0,0.209894341217185
1,1,1,-0.558066897281117
1,0,0,0.565109028824891
1,1,0,-0.433036649136019
1,1,1,-0.402310462900233
1,0,0,0.0502368872904397
1,1,0,0.686163887249677
1,1,1,-0.968646904306582
1,1,1,0.0788024081885546
1,1,0,0.662156902186273
1,1,1,-0.928157725235838
1,1,0,-1.37110628891149
1,0,0,1.0482312788928
1,0,1,-0.966301670777185
1,1,0,-0.720931516736822
1,0,0,1.26442553451847
1,0,1,-0.0944868951801117
1,0,1,-1.10902982837251
1,0,1,-0.45914744367078
1,0,0,1.51884105929562
1,0,1,1.04225977379062
1,1,0,-0.39553842832348
1,1,0,-0.989974071799886
1,1,1,-0.775531959774433
1,0,1,0.195680567406192
1,1,0,0.225419711101822
1,1,0,0.547974675085739
1,0,1,-0.547478524626173
